X,Y,Z,Rotation,Theta1,Theta2,StopAtPoint,Duration,LinearPath
150.000000,150.000000,0.000000,0.000000,-98.895795,107.791591,0,0.000000,0
150.000000,-150.000000,0.000000,0.000000,-8.895795,107.791591,0,0.000000,0
-150.000000,150.000000,0.000000,0.000000,-81.104205,-107.791591,0,0.000000,0
-150.000000,-150.000000,0.000000,0.000000,81.104205,107.791591,0,0.000000,0
100.000000,100.000000,0.000000,0.000000,-111.868852,133.737705,0,0.000000,0
